Index,Height,Weight
1,-1.2018255194972716,-1.2563543444306844
2,1.9147646074048192,0.835669555813261
3,0.7639822305516903,2.3083885617411606
4,0.1212205193187546,1.3563960557628936
5,-0.11192428092450964,1.5310697403700644
6,0.382883812933501,-0.3383402643310431
7,0.9832674236254735,1.2815384492740065
8,1.0989073315424818,0.8334435058998287
9,-0.049482645485398866,-1.3115781906831032
10,-0.6586148273565262,-0.5729837336060691
11,-0.8188349311082038,0.031112787701413288
12,-0.2013565362103375,-1.1539115274145513
13,0.1679158140898356,-0.13280462372405458
14,-0.476901186083878,-0.4131889666202762
15,0.15551339590482638,-0.980849502944705
16,1.6844363142285628,1.1482247720584002
17,-0.8333470109573009,0.21371121000040114
18,0.35647498122610666,1.4131959453540195
19,1.7598675932643293,0.9616817893128118
20,-0.4689518939372432,-0.2722265819021184
21,-0.08692370275061308,1.2624834620150311
22,0.48128213029170525,1.4635848111944632
23,-2.4535726062484247,-2.600050606956108
24,0.23283140843914762,0.21374682679901713
25,-0.19879558094284763,1.3131839748433536
26,-0.42683478246812756,0.23348743743133063
27,1.548912301400296,1.3642406556578275
28,-0.2714919119965713,0.39606031470908404
29,-0.7936494856750888,-1.6712989524940356
30,-1.3879596631743094,-1.1762432601460997
31,0.8317088946956802,-2.119251428673755
32,-1.1855735125025422,-0.5652905051052476
33,-0.09643349205599162,-0.11696405254007301
34,1.4144485566764025,0.8120912351301907
35,2.0722443259021186,1.1574851396982764
36,0.6592549282012287,0.1466091614099135
37,-0.6470225627487086,1.308669545618914
38,-0.18199984671510372,-0.5227017181614693
39,-0.10148471805067207,0.3780382146099417
40,-2.1468017013829956,-1.8156271246813036
41,0.31589118055407983,-0.2441872571925297
42,-1.5279204902239494,-0.19972858832146922
43,0.9050250747950291,1.119161464388634
44,-0.014325242598831483,0.9142313093580977
45,-1.0944013300710695,-1.8389205109754543
46,0.3691003275766429,0.14796259975727916
47,-0.6050468203601733,1.654535372768646
48,-0.1603866892028781,-0.9156351446808061
49,0.9936689255929904,1.470912967509482
50,0.5951168637951236,0.6972270595971075
51,1.0445726691475814,1.7736913725348273
52,-0.3598584619057018,-0.0688902786095987
53,1.2373783459736771,-0.14409514888497915
54,0.6034195786432184,-1.0145251860351034
55,-1.4191804808938617,-0.32170721937788094
56,1.1912050293462912,1.8512202389198325
57,1.311749356905076,2.564099367396903
58,-0.7883481451532142,0.08655033474551962
59,-0.8859906816575245,-0.6884801073145665
60,-0.2482965082362707,0.597704820067396
61,-0.8098688690358335,0.14516668106600653
62,0.5469480682225754,0.929875988149697
